input_row_key,input_company_name,input_main_country_code,input_main_country,input_main_region,input_main_city,matched_veridion_id,matched_company_name,company_legal_names,main_country_code,main_country,main_region,main_city,main_postcode,main_street,main_street_number,linkedin_url,website_url,match_score,match_status,review_needed
88,CENTERFORENINGEN FISKETORVET SHOPPING CENTER F.M.B.A.,DK,Denmark,,,0729a734-69ff-11ec-a83b-a57bf486820a,Centerforeningen for Nyvangsparken,,DK,Denmark,,,,,,,https://nyvangsparkens.dk/,95.8,Matched,False
89,CETIN Hungary Zrt.,HU,Hungary,Central Hungary,Törökbálint,ffcc1654-120e-11ec-8f83-091abf327b82,CETIN Hungary,CETIN Hungary Zrt.,HU,Hungary,Pest,Törökbálint,2045,Pannon Út,1,https://hu.linkedin.com/company/cetin-hungary,https://cetin.hu/,100.0,Matched,False
90,CHINA TELECOM GLOBAL LTD,HK,Hong Kong,Hong Kong,Hong Kong Island,db0ed136-93e4-11eb-b89f-536884b3e7dd,China Dragon Telecom,China Dragon Telecom Inc.,HK,Hong Kong,Hong Kong,Kowloon,000000,,,http://www.linkedin.com/company/china-dragon-telecom,https://chinadragontel.com/,100.0,Matched,False
91,CHINA UNICOM (SINGAPORE) OPERATIONS PTE. LTD.,SG,Singapore,Central,Singapore,c12f14b6-b6bc-11ef-b7fc-31383e76ec39,China Unicom Singapore Operations Limited,China Unicom Singapore Operations Limited,SG,Singapore,Central,Singapore,178957,,,,https://cuniq.sg/en/home/,100.0,Matched,False
92,CHUBB GLOBAL RISK ADVISORS PTE. LTD.,SG,Singapore,,,4db78ad2-c000-11ec-8d01-9b40ae94c55f,Chubb Global Risk Advisors,Chubb Global Risk Advisors Pte Ltd.,SG,Singapore,Central,Singapore,178957,,,,https://www.cgra.com.sg/,100.0,Matched,False
93,CIBICOM SERVICES A/S,DK,Denmark,Capital Region Of Denmark,Ballerup,9cef310b-93e4-11eb-b997-8dd98d09cf25,Cibicom A/S.,Cibicom A/S.,DK,Denmark,Capital Region Of Denmark,Ballerup,2750,Industriparken,35-37,https://dk.linkedin.com/company/cibicom,https://cibicom.dk/,100.0,Matched,False
94,CIENA LIMITED,GB,United Kingdom,England,London,ad5fdef2-93e4-11eb-97db-273ba5953680,Ciena DE,,GB,United Kingdom,England,London,EC2A 4HU,Scrutton Street,Stapleton House 29-33,https://www.linkedin.com/company/ciena,https://www.ciena.de/,100.0,Matched,False
95,CISCO INTERNATIONAL LIMITED,GB,United Kingdom,England,Feltham,4e8bfa9e-1afc-11ec-ba40-29b1c5bdeb83,Cisco International Limited,Cisco International Limited,SG,Singapore,Central,Singapore,178957,Cross Street,8,,,100.0,Matched,False
96,CISCO NORWAY AS,NO,Norway,Viken,Bærum,9efd3f68-c418-11ef-92e8-6df27b7ad8f3,Cisco Systems Norway AS,,NO,Norway,Viken,Bærum,1366,Philip Pedersens Vei,1,,,100.0,Matched,False
97,CITERO AS,NO,Norway,Trøndelag,Trondheim,14fe8332-93e5-11eb-8ad6-7326edce8d21,Citero,,NO,Norway,Trøndelag,Trondheim,7014,Nedre Bakklandet,58C,https://www.linkedin.com/company/citero,http://citero.no/,100.0,Matched,False
98,"CLOUDERA, INC.",US,United States,California,Santa Clara,4ba21781-93e5-11eb-a33a-a3dfba582839,Cloudera,Cloudera Inc. | Cloudera GmbH,US,United States,California,Palo Alto,,,,https://www.linkedin.com/company/cloudera,http://cloudera.com/,100.0,Matched,False
99,Comba Technologies Sdn. Bhd.,MY,Malaysia,Selangor,Subang Jaya,00af1484-93e5-11eb-aa66-9b8d95e2171b,V-Smart Technologies Sdn Bhd.,V-Smart Technologies Sdn Bhd.,MY,Malaysia,Selangor,Semenyih,43500,Jalan Semenyih Sentral 3,27-g,,http://vsmart.com.my/v1/,100.0,Matched,False
100,COMBA TELECOM LIMITED,HK,Hong Kong,Hong Kong,Hong Kong Island,01068362-93e5-11eb-aa66-9b8d95e2171b,Vasav Telecom,VasaV Telecom Limited,HK,Hong Kong,Hong Kong,Kwai Chung,999077,Chun Pin Street,1,,http://vasavtele.com/,100.0,Matched,False
101,Comengineering Sdn. Bhd.,MY,Malaysia,Selangor,Subang Jaya,1349e14e-e51b-11ed-a2f9-e7c0b9c60f29,Seliyan Com. Engineering,,MY,Malaysia,Selangor,Puchong,47160,Jalan Bunga Melor,214,,,100.0,Matched,False
102,COMMSCOPE SOLUTIONS SINGAPORE PTE. LTD.,SG,Singapore,Central,Singapore,03be7761-93e5-11eb-a746-fdabd18be9c6,All Property Solutions Singapore,All Property Solutions Singapore Pte Ltd.,SG,Singapore,Central,Singapore,178957,Raffles Boulevard,6,,https://apss.com.sg/,100.0,Matched,False
103,CommScope Technologies AG,CH,Switzerland,Zurich,Zurich,ff338e8e-b929-11ed-89f1-bd62b3e1c745,Commscope Technologies Ag,,CH,Switzerland,Zurich,Bachenbülach,8184,Bächliwis,2b,,,100.0,Matched,False
104,COMMSCOPE TECHNOLOGIES LLC,US,United States,West Virginia,,7e64da92-e11e-11ec-b909-77b33c15dd42,Commscope Technologies K Ltdtd,,KE,Kenya,Nairobi County,Nairobi,46464,Kimathi Street,,,https://www.commscope-ea.com/,84.6,Needs Review,True
105,COMVIVA TECHNOLOGIES LIMITED,IN,India,Haryana,Gurugram,8913e0f5-93e4-11eb-91fb-73d498260b10,Comviva Technologies,Comviva Technologies Limited,IN,India,Haryana,Gurugram,122102,Golf Course Extension Road,,https://in.linkedin.com/company/comviva,https://www.comviva.com/,100.0,Matched,False
106,CONSCIA DANMARK A/S,DK,Denmark,Capital Region Of Denmark,Glostrup,33c93c45-a7e0-11ef-af89-216a077ca7fb,Conscia Danmark A/S.,Conscia Danmark A/S.,DK,Denmark,Region Zealand,Ringsted,4100,,,,https://laugesen.io/,100.0,Matched,False
107,CONTROL RISKS GROUP LIMITED,GB,United Kingdom,England,London,17e0c9a4-f6f9-11ec-bdd6-0f4385d7c8bf,RISKS GROUP LIMITED,RISKS GROUP LIMITED,GB,United Kingdom,England,Barking,IG11 0HQ,Thames Road,,,https://risks-group.com/,100.0,Matched,False
108,CORPORATE COMMUNICATIONS AS,NO,Norway,Oslo,Oslo,e48e4e11-93e4-11eb-919a-b3f9a5ad205c,Corporate Communications,,NO,Norway,Oslo,Oslo,0252,Fru Kroghs Brygge,2,https://www.linkedin.com/company/corporate-communications-as,https://corporatecommunications.no/,100.0,Matched,False
109,"COUPA SOFTWARE, INC.",US,United States,California,San Mateo,1b1559ff-ac7d-11ef-8509-233e3e7f51a1,COUPA EVISA APPLICATION,COUPA SOFTWARE INC.,US,United States,Wyoming,Sheridan,82801,Martin Avenue,1543,,https://kruto-app.us/,100.0,Matched,False
110,"COURSERA, INC.",US,United States,California,Mountain View,4be4c2c9-19ac-11f0-8c60-6f90bb77efef,Coursera,,US,United States,California,Mountain View,94040,West El Camino Real,2440,https://www.linkedin.com/company/coursera,https://malojabrd.top/,100.0,Matched,False
111,CRAYON A/S,DK,Denmark,Capital Region Of Denmark,Gladsaxe Municipality,b9ebf60e-f3c1-11ed-afbd-cd002aee0352,Crayon A/S.,Crayon A/S.,DK,Denmark,Central Denmark Region,Silkeborg,8600,Søndergade,17,,,100.0,Matched,False
112,CRAYON AS,NO,Norway,Oslo,Oslo,68be1d41-0513-11ec-a70c-db146ac6cf39,CEE CRAYON,,NO,Norway,Oslo,Oslo,0402,Nydalsveien,,https://www.linkedin.com/company/crayon-group,https://cyber-security-forum.com/,100.0,Matched,False
113,CRAYON PTE. LTD.,SG,Singapore,,,11ca0c36-93e5-11eb-b997-8dd98d09cf25,Crayon Digital Pte Ltd.,Crayon Digital Pte Ltd.,SG,Singapore,Central,Singapore,189652,Bencoolen Street,91,http://www.linkedin.com/company/crayon-digital-pte-ltd,https://crayondigital.net/,100.0,Matched,False
114,"CROWDSTRIKE SERVICES, INC.",US,United States,California,Sunnyvale,01be7de3-0c24-11ec-aa7c-a3d935d57c91,CrowdStrike,CrowdStrike Zero Trust,US,United States,California,Sunnyvale,94086,Mathilda Place,150,https://www.linkedin.com/company/crowdstrike,https://www.mdcoin.net/,100.0,Matched,False
115,Searcher ApS,DK,Denmark,Central Denmark Region,Aarhus Municipality,c7c58151-43ae-11ef-b5d2-e5c02fb4c089,Searcher,Searcher ApS.,DK,Denmark,Central Denmark Region,Aarhus,8000,Vester Allé,7,https://www.linkedin.com/company/100607531,https://searcher.dk/,100.0,Matched,False
116,"CUSHMAN & WAKEFIELD SERVICES (THAILAND) CO., LTD.",TH,Thailand,,,e8e82741-5871-11ec-b633-39790144a985,Cushman & Wakefield Services Thailand Co. Ltd.,Cushman & Wakefield Services Thailand Co. Ltd.,TH,Thailand,Bangkok,Ratchathewi,10400,Phaya Thai Road,188,,,100.0,Matched,False
117,DADES Center Ost ApS,DK,Denmark,Capital Region Of Denmark,Kongens Lyngby,1e999e70-93e5-11eb-91fb-73d498260b10,Dades,Dades A/S.,DK,Denmark,Capital Region Of Denmark,Kongens Lyngby,2800,Lyngby Hovedgade,4,,https://dades.dk/,100.0,Matched,False
118,BONNIER BUSINESS PRESS A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,d73874c7-93e4-11eb-a736-0f5b20ecb2f1,Bonnier Magazine Data,Bonnier Magazine Data A/S.,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,Strandboulevarden,122,,https://www.bm-data.com/,95.3,Matched,False
119,DAILY JURRAT,PK,Pakistan,Punjab,Civil Lines,01e830c0-93e5-11eb-91fb-73d498260b10,Daily Dunya,,PK,Pakistan,Punjab,Lahore,,,,http://www.linkedin.com/company/daily-dunya,http://www.dunya.com.pk/,100.0,Matched,False
120,Dansk Kredit Rad,DK,Denmark,Region Zealand,Greve Strand,070edae0-93e5-11eb-b4a6-27899be4e45d,Dansk Kredit Råd,,DK,Denmark,Region Zealand,Køge,4600,Brogade,19G,,https://dk-r.dk/,100.0,Matched,False
121,DANSK SUNDHEDSSIKRING KOMPLEMENTARSELSKAB ApS,DK,Denmark,Capital Region Of Denmark,Herlev,1f89f1e3-93e5-11eb-b5f6-816dd10ac7b0,Dansk Sundhedssikring,Dansk Sundhedssikring A/S.,DK,Denmark,Capital Region Of Denmark,Herlev,2730,Hørkær,12B,https://dk.linkedin.com/company/dansk-sundhedssikring,http://ds-sundhed.dk/,100.0,Matched,False
122,DANSKE BANK A/S,DK,Denmark,,,c6eb5470-93e4-11eb-9937-4fab995bf8ff,Danske Bank,Danske Bank A/S.,DK,Denmark,Capital Region Of Denmark,Copenhagen,1577,Bernstorffsgade,40,https://dk.linkedin.com/company/danskebank,https://danskebank.com/,100.0,Matched,False
123,Dantec Nordics ApS,DK,Denmark,Region Of Southern Denmark,Aabenraa Municipality,fdd5fee0-9bc7-11ec-abde-87ab8965fdf7,Dantec Nordics,DANTEC Nordics ApS.,DK,Denmark,Region Of Southern Denmark,Aabenraa Municipality,6330,Thorsvej,6,https://nl.linkedin.com/company/dantec-nordics,https://www.dantec-nordics.dk/,100.0,Matched,False
124,DEAS A/S,DK,Denmark,Capital Region Of Denmark,Frederiksberg Municipality,01fe8e44-0fc0-11ec-b0d9-a5f64296aa37,DEASAero,DEAS Corporation,,,,,,,,,https://deasaero.com/,100.0,Matched,False
125,DEKO-STYLE V/ANJA GRONNE,DK,Denmark,Central Denmark Region,Aarhus Municipality,2840eeb8-93e5-11eb-8859-29e7c34dee35,Deko Style,,DK,Denmark,Central Denmark Region,Aarhus Municipality,8250,Hjortshøjvej,6,,https://dekostyle.dk/,98.8,Matched,False
126,DELFI TECHNOLOGIES A/S,DK,Denmark,Region Zealand,Køge,8647efa3-93e4-11eb-90d2-e3355a7e800b,Delfi Technologies,Delfi Technologies Ltd. | Skylabel - Delfi technologies A/S.,DK,Denmark,Region Zealand,Køge,4600,Valdemarshaab,11,https://www.linkedin.com/company/delfi-technologies-a-s,https://www.delfi.com/en/,100.0,Matched,False
127,DELL AS,NO,Norway,Oslo,Oslo,beddde1c-93e4-11eb-8859-29e7c34dee35,Dell,Dell Inc.,NO,Norway,Oslo,Oslo,0283,Lilleakerveien,2B,,http://www.dell.no/?opi=79508299&sa=U&ved=0ahUKEwiSkpfC2KmMAxXBTDABHaXIFoIQ61gIFCgQ&usg=AOvVaw0kwchOCGTWXjKnv_NDR-y3,100.0,Matched,False
128,Dell Corporation (Thailand) Co Ltd,TH,Thailand,Bangkok,Yan Nawa District,1fe10718-f025-11ee-9eb6-8ba0a080e844,Dellstore Thailand,,TH,Thailand,Bangkok,Khan Na Yao,10230,Ram Inthra Road,589/7-9,,https://dellstorethailand.com/?v=cb21c4d7dea9,100.0,Matched,False
129,DELL PRODUCTS,IE,Ireland,,,db126bb1-6d0e-11ec-bd4d-65aaf75c66b8,DELL Repairs,,IE,Ireland,Leinster,Dublin 7,D07 Y6X4,Abbey Drive,23,http://www.linkedin.com/company/dell-repairs,https://www.dellrepairs.ie/,89.0,Matched,False
130,DELOITTE ADVOKATFIRMA AS,NO,Norway,Oslo,Oslo,b69603af-1aff-11ec-bc98-195cbdc2446a,Deloitte Norge,,NO,Norway,Oslo,Oslo,0191,Dronning Eufemias Gate,14,,http://www.deloitte.no/?opi=79508299&sa=U&ved=0ahUKEwiFwZ3V1quMAxValokEHbfFE-sQ61gIFCgQ&usg=AOvVaw1mrNGUeUDJuiYxHwgqhTP6,82.1,Needs Review,True
131,DELOITTE AS,NO,Norway,Oslo,Oslo,b69603af-1aff-11ec-bc98-195cbdc2446a,Deloitte Norge,,NO,Norway,Oslo,Oslo,0191,Dronning Eufemias Gate,14,,http://www.deloitte.no/?opi=79508299&sa=U&ved=0ahUKEwiFwZ3V1quMAxValokEHbfFE-sQ61gIFCgQ&usg=AOvVaw1mrNGUeUDJuiYxHwgqhTP6,100.0,Matched,False
132,Deloitte Consulting (Sea) Sdn. Bhd.,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,4d8576a2-14c1-11ee-98f2-2b13cee7793d,Deloitte Consulting Malaysia Sdn Bhd.,Deloitte Consulting Malaysia Sdn Bhd.,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,60000,Jalan Wan Kadir,,,,100.0,Matched,False
133,DELOITTE STATSAUTORISERET REVISIONSPARTNERSELSKAB,DK,Denmark,,,b14fddd0-93e4-11eb-b89f-536884b3e7dd,Revisto Statsautoriseret Revisionspartnerselskab,Revisto I/S.,DK,Denmark,Central Denmark Region,Horsens,8700,Vejlevej,27,,https://revisto.dk/,100.0,Matched,False
134,"DELTA EJENDOM, AALBORG A/S",DK,Denmark,North Denmark Region,Aalborg Municipality,129d6dae-cfda-11ec-b607-a9049a683258,Aalborg Stilladser,Aalborg Stilladser A/S.,DK,Denmark,North Denmark Region,Aalborg,9220,Mineralvej,21C,,https://aalborgstilladser.com/,96.4,Matched,False
135,ELTEK AS,NO,Norway,Viken,Drammen,169a31db-93e5-11eb-919a-b3f9a5ad205c,Eltek,Delta Electronics usa Inc,NO,Norway,Viken,Drammen,3036,Gråterudveien,8,https://www.linkedin.com/company/eltek-a-brand-of-delta,https://www.eltek.com/,100.0,Matched,False
136,DELTA ELECTRONICS INT'L (SINGAPORE) PTE. LTD.,SG,Singapore,Central,Singapore,70923a3d-93e4-11eb-a33a-a3dfba582839,Delta Electronics,Delta Electronics Inc. | Delta Electronics Int'l Singapore Pte. Ltd.,SG,Singapore,Central,Singapore,178957,Saint George's Road,17,http://www.linkedin.com/company/delta-electronics-sg,https://www.delta-singapore.com/en-SG/index,100.0,Matched,False
137,DHL EXPRESS (SINGAPORE) PTE. LTD.,SG,Singapore,Central,Singapore,8a43b7b9-8ab5-11ec-a3f9-e9923ce0ea68,DHL Express Singapore,,SG,Singapore,Southeast,,535215,Tai Seng Drive,1,http://www.linkedin.com/company/dhl-express-singapore,https://www.dhlexpress.com.sg/,100.0,Matched,False
138,DIAL ZERO (PRIVATE) LIMITED,PK,Pakistan,Sindh,Orangi,01004641-1dd8-11ef-9268-316fc8e174dd,Private Helipad Ali Villa,,PK,Pakistan,Sindh,Karachi,74400,,,,,100.0,Matched,False
139,Nets Denmark A/S,DK,Denmark,Capital Region Of Denmark,Ballerup,72b56be0-9bde-11ec-95de-cd207dca11db,CashbackAPP,Cashback. Nets Denmark A/S.,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,Amerika Plads,19,http://www.linkedin.com/company/cashbackapp-danmark,https://www.bonuskroner.dk/,100.0,Matched,False
140,DIGI TELECOMMUNICATIONS SDN BHD,MY,Malaysia,,,552fe559-0a14-11ee-85fd-21b9fc92c580,DIGI TELECOMMUNICATIONS SDN BHD Terengganu,,MY,Malaysia,Terengganu,Kuala Terengganu,20300,Jalan Kuantan-Kuala Terengganu,,,,100.0,Matched,False
141,Digi Telecommunications Sdn. Bhd.,MY,Malaysia,Selangor,Petaling Jaya,c2b35013-93e4-11eb-b997-8dd98d09cf25,DiGi Telecommunications,Digi Telecommunications Sdn. Bhd.,MY,Malaysia,Selangor,Petaling Jaya,47400,Jalan SS 4C/10,2137,https://www.linkedin.com/company/digi-telecommunications/,https://www.celcomdigi.com/,100.0,Matched,False
142,DK HOSTMASTER A/S,DK,Denmark,North Denmark Region,Aalborg Municipality,8d887918-93e4-11eb-8859-29e7c34dee35,DK ROOF,DK ROOF A/S.,DK,Denmark,North Denmark Region,Nørresundby,9400,Virkelyst,27B,https://www.linkedin.com/company/s%C3%B8rens-tagd%C3%A6kning,https://dkroof.com/,81.7,Needs Review,True
143,DNA OYJ,FI,Finland,,,08e683e0-1827-11ee-b0e3-d3f35f2a4259,DNA Oy.,DNA Oy.,FI,Finland,Southwest Finland,Turku,20100,Junakatu,9,,,100.0,Matched,False
144,DNB Bank Karl Johan,NO,Norway,Oslo,Oslo,713a067e-a5ad-11ef-99b4-e30dab6798c3,DNB BANK,,NO,Norway,Oslo,Oslo,0191,Dronning Eufemias Gate,30,https://www.linkedin.com/company/4461,https://dnbconnect.org/,99.3,Matched,False
145,"DET NORSKE VERITAS, BUSINESS ASSURANCE, DANMARK A/S",DK,Denmark,Capital Region Of Denmark,Gentofte Municipality,eaf12dc2-0cae-11ec-b624-5bdca4509f94,Assurance Partner,Assurance Partner A/S.,DK,Denmark,Capital Region Of Denmark,Kongens Lyngby,2800,Nørgaardsvej,32,,https://www.northrisk.dk/,91.6,Matched,False
146,Dtac Trinet Co Ltd,TH,Thailand,Bangkok,Bangkok,5ed6dfd6-205c-11ee-8d01-ef4abbbd90e4,Dtac-trinet,,TH,Thailand,Chiang Mai Province,Saraphi District,50000,,,,,100.0,Matched,False
147,DUBEX A/S,DK,Denmark,Capital Region Of Denmark,Gladsaxe Municipality,44796d96-1781-11f0-ac7b-d10ba642ee49,Dubex,,GE,Georgia,,,,,,,https://dubex.ge/,100.0,Matched,False
148,DXC TECHNOLOGY NORGE AS,NO,Norway,Vestland,Bergen,d3ccacb0-a3ce-11ed-b93a-8509659c73d1,DXC Technology Norge AS,,NO,Norway,Oslo,Oslo,0275,Hoffsveien,4,,,100.0,Matched,False
149,DXC Technology Sverige AB,SE,Sweden,Stockholm County,Solna,f19d20b5-250a-11ec-b70f-ed0ff919fa1a,DXC Technology Sverige AB.,DXC Technology Sverige AB.,SE,Sweden,Västra Götaland County,Gothenburg,417 55,Geely Walk,1,,,100.0,Matched,False
150,Dynamic-Telecommunication Sdn. Bhd.,MY,Malaysia,Johor,Ulu Tiram,6fef3cc3-499f-11ee-955d-cffc14e1ac7f,Dynamic-Telecommunication Sdn Bhd.,Dynamic-Telecommunication Sdn Bhd.,MY,Malaysia,Johor,Johor Bahru,81100,Jalan Harmoni 3/8,27,,https://www.dynagroup.my/,100.0,Matched,False
151,EASTCOMPEACE (SINGAPORE) PTE. LTD.,SG,Singapore,Central,Singapore,6cc2cc31-a630-11ed-9a26-bbb8582c677b,Eastcompeace Singapore Pte Ltd.,Eastcompeace Singapore Pte Ltd.,SG,Singapore,Central,Singapore,178957,Ang Mo Kio Avenue 5,7030,,,100.0,Matched,False
152,EASTCOMPEACE SMART CARD (BANGLADESH) LIMITED,BD,Bangladesh,,,203f5ad6-b918-11ed-bc6c-cde58c4dffa0,Eastcompeace Smart Card Bangladesh Limited.,Eastcompeace Smart Card Bangladesh Limited.,BD,Bangladesh,Dhaka Division,Dhaka,1215,,,,,100.0,Matched,False
153,"Eastcompeace Technology Co.,Ltd",CN,China,Guangdong Province,Zhuhai,10627720-0c9d-11ec-afed-5df60f253491,Eastcompeace Smart Card Co. Ltd.,Eastcompeace Smart Card Co. Ltd.,CN,China,Guangdong Province,Zhuhai,,,,,https://tomarzam.com/,100.0,Matched,False
154,Ecapacity A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,e69086b3-93e4-11eb-b4a6-27899be4e45d,e Capacity,,DK,Denmark,,,,,,,https://ecapacity.dk/,100.0,Matched,False
155,ECI Media Management AB,SE,Sweden,Stockholm County,Stockholm,00039241-93e5-11eb-86dd-ffbd1b53140e,Management Doctors,Management Doctors AB.,SE,Sweden,Stockholm County,Nacka,131 52,,,http://www.linkedin.com/company/management-doctors-ab,https://managementdoctors.se/,100.0,Matched,False
156,ECI MEDIA MANAGEMENT AB,SE,Sweden,,,2b50edd1-93e5-11eb-a746-fdabd18be9c6,ECI Media Management,ECI Media Management AB.,SE,Sweden,Stockholm County,Stockholm,118 53,Maria Skolgata,83,https://www.linkedin.com/company/eci-media-management,https://ecimediamanagement.com/,100.0,Matched,False
157,Edotco Group Sdn. Bhd.,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,c01a55bf-93e4-11eb-9937-4fab995bf8ff,EDOTCO Group,EDOTCO Group Sdn Bhd.,MY,Malaysia,Selangor,Shah Alam,40150,Jalan Saujana Indah 3,2,http://www.linkedin.com/company/edotco,,100.0,Matched,False
158,EDOTCO TOWERS PAKISTAN (PRIVATE) LIMITED,PK,Pakistan,,,00585f10-03dd-11ec-88c1-8d1ee037d45b,Aquamatch,Aquamatch Pakistan Private Limited,PK,Pakistan,Punjab,Lahore,54010,Street 2,,https://www.linkedin.com/company/aquamatchturkey,https://aquamatch.pk/,100.0,Matched,False
159,Egencia Denmark A/S,DK,Denmark,Capital Region Of Denmark,Elsinore,386ddce7-93e5-11eb-b4a6-27899be4e45d,Egencia,Egencia Denmark A/S.,DK,Denmark,Region Of Southern Denmark,Odense,5000,Kongensgade,66-68,https://www.linkedin.com/company/american-express-global-business-travel,https://www.egencia.dk/,100.0,Matched,False
160,EGENCIA LLC,US,United States,Florida,,3198bf61-93e5-11eb-8e19-198fb02d6f96,Egencia,Egencia Hong Kong Limited,ES,Spain,Andalusia,Seville,,,,https://www.linkedin.com/company/egencia,http://www.egencia.com.hk/,100.0,Matched,False
161,EGENCIA NORWAY AS,NO,Norway,Oslo,Oslo,06e4ced6-ff7f-11eb-84ab-359586b9329a,Egencia,,NO,Norway,Innlandet,Gjøvik,2815,Storgata,11,https://www.linkedin.com/company/egencia,http://egencia.no/,83.3,Needs Review,True
162,Egencia Sweden AB,SE,Sweden,Stockholm County,Stockholm,49c538c1-0505-11ec-8ca3-7ba9e5b40c47,Egencia Switzerland,Egencia GmbH,GB,United Kingdom,England,London,E14 5HU,Churchill Place,5,https://www.linkedin.com/company/egencia,https://www.egencia.ch/,66.7,Unmatched,False
163,Egeneration Limited,BD,Bangladesh,Dhaka Division,Dhaka,c3be3d54-b6b6-11ef-b840-cd317407a6a9,eGeneration Limited,eGeneration Limited,,,,,,,,,https://coronavirus.pages.dev/,100.0,Matched,False
164,ELGIGANTEN GROSSIST A/S,DK,Denmark,Capital Region Of Denmark,Glostrup,6cc5eff0-93e4-11eb-8ad6-7326edce8d21,Elgiganten,Elgiganten A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,Arne Jacobsens Allé,16,https://www.linkedin.com/company/elgiganten,https://www.elgiganten.dk/,100.0,Matched,False
165,ELTEL NETWORKS CONNECT A/S,DK,Denmark,Capital Region Of Denmark,Herlev,f2d78814-93e4-11eb-8859-29e7c34dee35,Eltel Networks,Eltel Networks Corporation | Eltel AB.,DK,Denmark,Capital Region Of Denmark,Herlev,2730,Hørkær,13,http://www.linkedin.com/company/eltel,https://www.eltelgroup.com/,100.0,Matched,False
166,Energy Cool ApS,DK,Denmark,Region Of Southern Denmark,Fredericia Municipality,21bd0a70-9bd1-11ec-b764-2d0f4b36ad81,CGJ Energy,CGJ Energy ApS.,DK,Denmark,Region Of Southern Denmark,Vejle,7100,Lysholt Allé,6,https://www.linkedin.com/company/cgjenergy,https://cgjenergy.dk/,100.0,Matched,False
167,ENETEK POWER SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,PL,Poland,Holy Cross Voivodeship,Dobra,0a8c7fb4-1403-11ec-9819-3df44af6372a,Spółka OLOGROUP Spółka z ograniczoną odpowiedzialnością,,PL,Poland,Holy Cross Voivodeship,Kielce,25-709,Romualda Mielczarskiego,47 / 5,,https://ologroup.pl/,100.0,Matched,False
168,ENERGI HOBRO TELE A/S,DK,Denmark,Central Denmark Region,Silkeborg,b6dc75a2-93e4-11eb-aa66-9b8d95e2171b,Norlys,Norlys Energi A/S,DK,Denmark,Central Denmark Region,Silkeborg,8600,Tietgensvej,4,http://www.linkedin.com/company/norlys-dk,https://norlys.dk/,100.0,Matched,False
169,Enreach Campaigns A/S,DK,Denmark,Capital Region Of Denmark,Gladsaxe Municipality,dd63e4c0-93e4-11eb-8ad6-7326edce8d21,Campaigns,,DK,Denmark,Capital Region Of Denmark,Copenhagen,1434,Danneskiold-Samsøes Allé,24,http://www.linkedin.com/company/campaigns.dk,http://www.campaigns.dk/,100.0,Matched,False
170,Ericsson (Malaysia) Sdn. Bhd.,MY,Malaysia,Selangor,Petaling Jaya,63753822-b859-11ed-89c0-13579453b699,Ericsson Expertise Center Sdn Bhd.,Ericsson Expertise Center Sdn Bhd.,MY,Malaysia,Selangor,Shah Alam,40150,Jalan Pemaju U1/15,10,,,100.0,Matched,False
171,Ericsson (Thailand) Limited,TH,Thailand,Bangkok,Chatuchak,0072dbd0-557a-11ee-9839-33fd8ea1ce70,Thai law firms,Thailand Limited,TH,Thailand,Bangkok,Bang Rak,10500,The Station Condo Sathorn-Bangrak Rd,他,,http://thai-lawfirm.com/,100.0,Matched,False
172,ERICSSON AB,SE,Sweden,,,334cae31-0bcc-11ec-a040-cbff7458f722,Ericsson Väst Seniorförening,Ericsson AB.,SE,Sweden,,,,,,,https://ericssonvastsen.se/,100.0,Matched,False
173,ERICSSON AS,NO,Norway,Viken,Bærum,ff083300-a7b5-11ed-bec3-afeedabcf530,Ericsson AS,,NO,Norway,,Oslo,0179,Grubbegata,14,,https://epignosis.no/,100.0,Matched,False
174,ERICSSON DANMARK A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,36729930-2d35-11ed-98d8-c5babc9e48bf,Ericsson,,DK,Denmark,Capital Region Of Denmark,Taastrup,2630,Bohus Boulevard,3,,,100.0,Matched,False
175,ERNST & YOUNG LLP,SG,Singapore,Central,Singapore,01a05990-08db-11ee-a82b-313aff40d3b6,ERNST & YOUNG CC,,GB,United Kingdom,England,London,NW8 8QZ,St. Johns Wood Road,Lords Cricket Ground,,https://ernstandyoung.play-cricket.com/home,78.8,Needs Review,True
176,EY Godkendt Revisionspartnerselskab,DK,Denmark,Capital Region Of Denmark,Frederiksberg Municipality,f977dde5-f3a1-11ed-b737-7b786e8fdbf4,Ey Grønland Godkendt Revisionsanpartsselskab,,DK,Denmark,Capital Region Of Denmark,Frederiksberg,2000,Osvald Helmuths Vej,4,,,100.0,Matched,False
